,gene_id
chr1-149390219-149391110,ENSG00000286219
chr1-149605804-149606626,ENSG00000275557
chr1-149607548-149608111,ENSG00000275557
chr1-149792568-149793417,ENSG00000203814
chr1-149810580-149811248,ENSG00000203814
chr1-149811996-149812875,ENSG00000203814
chr1-149813356-149814130,ENSG00000203814
chr1-149849685-149850603,ENSG00000272196
chr1-149885246-149885825,ENSG00000184260
chr1-149886340-149887219,ENSG00000178096
chr1-149887754-149888579,ENSG00000178096
chr1-149899256-149900109,ENSG00000178096
chr1-149903637-149904496,ENSG00000159164
chr1-149904642-149905404,ENSG00000159164
chr1-149906376-149907226,ENSG00000159164
chr1-149915949-149916899,ENSG00000159164
chr1-149917382-149918263,ENSG00000159164
chr1-149923391-149924253,ENSG00000143368
chr1-149927466-149928445,ENSG00000143368
chr1-149929653-149930369,ENSG00000014914
chr1-149931101-149932015,ENSG00000014914
chr1-149938861-149939752,ENSG00000264522
chr1-149961810-149962714,ENSG00000264522
chr1-149997333-149998229,ENSG00000264522
chr1-150000869-150001611,ENSG00000264522
chr1-150010287-150011132,ENSG00000264522
chr1-150050323-150051227,ENSG00000285184
chr1-150053731-150054599,ENSG00000285184
chr1-150067147-150068004,ENSG00000285184
chr1-150072732-150073633,ENSG00000136631
chr1-150089834-150090729,ENSG00000136631
chr1-150102786-150103670,ENSG00000136631
chr1-150106110-150107022,ENSG00000136631
chr1-150109585-150110282,ENSG00000136631
chr1-150144295-150145173,ENSG00000136631
chr1-150146737-150147609,ENSG00000023902
chr1-150149424-150150338,ENSG00000023902
chr1-150151262-150152022,ENSG00000023902
chr1-150160186-150161059,ENSG00000023902
chr1-150162824-150163687,ENSG00000023902
chr1-150164178-150164838,ENSG00000023902
chr1-150176350-150177268,ENSG00000285554
chr1-150178288-150179198,ENSG00000285554
chr1-150180257-150181135,ENSG00000285554
chr1-150221305-150222177,ENSG00000143401
chr1-150234278-150235132,ENSG00000143401
chr1-150235767-150236661,ENSG00000143401
chr1-150268579-150269437,ENSG00000118292
chr1-150273180-150274010,ENSG00000118292
chr1-150293416-150294312,ENSG00000266472
chr1-150321011-150321901,ENSG00000117360
chr1-150322372-150323020,ENSG00000117360
chr1-150363493-150364383,ENSG00000163125
chr1-150373753-150374592,ENSG00000163125
chr1-150378392-150379362,ENSG00000163125
chr1-150387291-150388077,ENSG00000163125
chr1-150409194-150410075,ENSG00000163125
chr1-150464095-150465002,ENSG00000163125
chr1-150472511-150473261,ENSG00000163125
chr1-150484699-150485503,ENSG00000143374
chr1-150486898-150487799,ENSG00000143374
chr1-150548674-150549574,ENSG00000237781
chr1-150552023-150552940,ENSG00000237781
chr1-150559652-150560383,ENSG00000143382
chr1-150560842-150561670,ENSG00000203804
chr1-150563201-150564023,ENSG00000203804
chr1-150567182-150568032,ENSG00000203804
chr1-150579226-150580116,ENSG00000143384
chr1-150604425-150605339,ENSG00000143420
chr1-150611240-150612154,ENSG00000143420
chr1-150613202-150614128,ENSG00000143420
chr1-150619541-150620434,ENSG00000143420
chr1-150621205-150622116,ENSG00000143420
chr1-150628998-150629947,ENSG00000143420
chr1-150683725-150684581,ENSG00000143457
chr1-150696855-150697769,ENSG00000143457
chr1-150718014-150718901,ENSG00000143452
chr1-150759823-150760652,ENSG00000163131
chr1-150761563-150762445,ENSG00000163131
chr1-150763456-150764335,ENSG00000163131
chr1-150765407-150766320,ENSG00000163131
chr1-150806985-150807891,ENSG00000143387
chr1-150812822-150813720,ENSG00000143437
chr1-150841502-150842351,ENSG00000143437
chr1-150852498-150853267,ENSG00000143437
chr1-150863429-150864308,ENSG00000143437
chr1-150874262-150875026,ENSG00000143437
chr1-150876266-150877156,ENSG00000143437
chr1-150925823-150926721,ENSG00000143379
chr1-150927587-150928272,ENSG00000143379
chr1-150974308-150975175,ENSG00000143418
chr1-150976999-150977896,ENSG00000143418
chr1-150995646-150996536,ENSG00000143409
chr1-150998928-150999837,ENSG00000143409
chr1-151001599-151002481,ENSG00000143409
chr1-151003038-151003859,ENSG00000143409
chr1-151006353-151007144,ENSG00000143363
chr1-151007936-151008825,ENSG00000143363
chr1-151013320-151014189,ENSG00000143363
chr1-151024262-151025159,ENSG00000143363
chr1-151045282-151046159,ENSG00000143443
chr1-151047444-151048029,ENSG00000143443
chr1-151048152-151048875,ENSG00000143443
chr1-151055946-151056814,ENSG00000213190
chr1-151057437-151058340,ENSG00000213190
chr1-151059162-151060065,ENSG00000213190
chr1-151070909-151071373,ENSG00000143458
chr1-151099576-151100443,ENSG00000143458
chr1-151130943-151131852,ENSG00000143434
chr1-151146291-151147204,ENSG00000143434
chr1-151155863-151156712,ENSG00000163156
chr1-151157038-151157845,ENSG00000163156
chr1-151159047-151159858,ENSG00000163156
chr1-151165579-151166474,ENSG00000163156
chr1-151175654-151176561,ENSG00000163159
chr1-151189709-151190586,ENSG00000163159
chr1-151196080-151196972,ENSG00000143398
chr1-151198081-151198954,ENSG00000143398
chr1-151237697-151238604,ENSG00000143398
chr1-151254272-151255188,ENSG00000159352
chr1-151281046-151281625,ENSG00000143373
chr1-151281748-151282506,ENSG00000143373
chr1-151292395-151293261,ENSG00000143393
chr1-151300624-151301531,ENSG00000143393
chr1-151311322-151312209,ENSG00000143393
chr1-151327171-151328047,ENSG00000143393
chr1-151340594-151341499,ENSG00000143390
chr1-151346876-151347758,ENSG00000143390
chr1-151370106-151370964,ENSG00000143416
chr1-151371537-151372196,ENSG00000143416
chr1-151372381-151373212,ENSG00000143416
chr1-151399042-151399940,ENSG00000159377
chr1-151436894-151437729,ENSG00000143442
chr1-151443582-151444480,ENSG00000143442
chr1-151458446-151459018,ENSG00000143442
chr1-151459133-151459767,ENSG00000143442
chr1-151611366-151612432,ENSG00000143376
chr1-151620069-151620866,ENSG00000143376
chr1-151653139-151653767,ENSG00000143376
chr1-151653979-151654801,ENSG00000143376
chr1-151661548-151662430,ENSG00000143376
chr1-151691887-151692793,ENSG00000143376
chr1-151763016-151763892,ENSG00000143436
chr1-151774103-151775024,ENSG00000182134
chr1-151790156-151791069,ENSG00000182134
chr1-151839489-151840366,ENSG00000234614
chr1-151843162-151844022,ENSG00000234614
chr1-151846038-151846855,ENSG00000234614
chr1-151848324-151849094,ENSG00000234614
chr1-151888715-151889625,ENSG00000159445
chr1-151898361-151899237,ENSG00000159445
chr1-151904885-151905692,ENSG00000159445
chr1-151909145-151910033,ENSG00000159445
chr1-151984071-151984977,ENSG00000197747
chr1-151989143-151990029,ENSG00000197747
chr1-151992182-151992979,ENSG00000229021
chr1-151993520-151994389,ENSG00000229021
chr1-151996617-151997475,ENSG00000229021
chr1-152000581-152001263,ENSG00000229021
chr1-152001444-152002231,ENSG00000229021
chr1-152003717-152004648,ENSG00000229021
chr1-152006342-152007146,ENSG00000229021
chr1-152013393-152014304,ENSG00000229021
chr1-152022501-152023307,ENSG00000229021
chr1-152028995-152029862,ENSG00000229021
chr1-152034493-152035310,ENSG00000163191
chr1-152036499-152037307,ENSG00000163191
chr1-152038027-152038851,ENSG00000163191
chr1-152047784-152048690,ENSG00000163191
chr1-152049560-152050318,ENSG00000163191
chr1-152167660-152168567,ENSG00000237975
chr1-152169131-152170003,ENSG00000237975
chr1-152185282-152186166,ENSG00000237975
chr1-152188467-152189344,ENSG00000237975
chr1-152189609-152190398,ENSG00000237975
chr1-152346893-152347746,ENSG00000237975
chr1-152392589-152393504,ENSG00000237975
chr1-152440555-152441456,ENSG00000237975
chr1-153355219-153356096,ENSG00000163220
chr1-153357368-153358242,ENSG00000163220
chr1-153390683-153391588,ENSG00000143546
chr1-153535723-153536540,ENSG00000197956
chr1-153545018-153545621,ENSG00000196154
chr1-153550841-153551747,ENSG00000196154
chr1-153622835-153623704,ENSG00000189171
chr1-153626963-153627874,ENSG00000189171
chr1-153633661-153634643,ENSG00000160679
chr1-153658294-153659188,ENSG00000143553
chr1-153670700-153671599,ENSG00000143621
chr1-153727439-153728349,ENSG00000143624
chr1-153734464-153735372,ENSG00000143624
chr1-153742262-153743150,ENSG00000143624
chr1-153743700-153744506,ENSG00000143624
chr1-153749140-153750038,ENSG00000143624
chr1-153750796-153751630,ENSG00000143624
chr1-153770707-153771559,ENSG00000143624
chr1-153773191-153774077,ENSG00000143554
chr1-153775250-153776087,ENSG00000143554
chr1-153790749-153791640,ENSG00000143614
chr1-153796959-153797846,ENSG00000143614
chr1-153805051-153805957,ENSG00000143614
chr1-153821022-153821887,ENSG00000143614
chr1-153841811-153842648,ENSG00000143614
chr1-153849180-153850101,ENSG00000143614
chr1-153853971-153854890,ENSG00000143614
chr1-153872104-153872952,ENSG00000143614
chr1-153880669-153881552,ENSG00000143614
chr1-153888295-153889158,ENSG00000143614
chr1-153905656-153906573,ENSG00000143614
chr1-153920077-153920960,ENSG00000143614
chr1-153922640-153923550,ENSG00000143614
chr1-153932048-153932958,ENSG00000198837
chr1-153944833-153945569,ENSG00000198837
chr1-153945927-153946468,ENSG00000198837
chr1-153958207-153959026,ENSG00000160741
chr1-153963126-153964022,ENSG00000143570
chr1-153967239-153968078,ENSG00000143570
chr1-153972153-153972942,ENSG00000143578
chr1-153977230-153978120,ENSG00000143543
chr1-153990313-153991208,ENSG00000177954
chr1-153993338-153994167,ENSG00000143552
chr1-154104259-154105148,ENSG00000143552
chr1-154114870-154115734,ENSG00000143552
chr1-154124730-154125520,ENSG00000143552
chr1-154129162-154130002,ENSG00000143552
chr1-154145711-154146617,ENSG00000143552
chr1-154148691-154149586,ENSG00000143552
chr1-154153376-154154229,ENSG00000143552
chr1-154154719-154155588,ENSG00000143549
chr1-154157484-154158336,ENSG00000143549
chr1-154162136-154162961,ENSG00000143549
chr1-154176050-154176874,ENSG00000143549
chr1-154177710-154178563,ENSG00000143549
chr1-154180073-154180970,ENSG00000143549
chr1-154181881-154182641,ENSG00000143549
chr1-154182814-154183626,ENSG00000143549
chr1-154185823-154186729,ENSG00000143549
chr1-154191874-154192788,ENSG00000143549
chr1-154193861-154194798,ENSG00000143549
chr1-154205942-154206826,ENSG00000143612
chr1-154220338-154221192,ENSG00000143569
chr1-154265312-154266219,ENSG00000143569
chr1-154272028-154272946,ENSG00000143575
chr1-154324473-154325228,ENSG00000143515
chr1-154325440-154326088,ENSG00000143515
chr1-154328221-154329137,ENSG00000143515
chr1-154334776-154335678,ENSG00000143515
chr1-154337225-154338146,ENSG00000143515
chr1-154342624-154343529,ENSG00000143515
chr1-154344896-154345783,ENSG00000143515
chr1-154348322-154349143,ENSG00000143515
chr1-154403158-154404013,ENSG00000160712
chr1-154404940-154405813,ENSG00000160712
chr1-154407102-154407946,ENSG00000160712
chr1-154419223-154419952,ENSG00000160712
chr1-154420066-154420707,ENSG00000160712
chr1-154423448-154424339,ENSG00000160712
chr1-154427285-154428181,ENSG00000160712
chr1-154431273-154432152,ENSG00000160712
chr1-154432664-154433296,ENSG00000160712
chr1-154433420-154433976,ENSG00000160712
chr1-154439361-154440188,ENSG00000160712
chr1-154441213-154442018,ENSG00000160712
chr1-154442164-154442866,ENSG00000160712
chr1-154444804-154445723,ENSG00000160712
chr1-154453187-154453975,ENSG00000160712
chr1-154454501-154455403,ENSG00000160712
chr1-154456450-154457150,ENSG00000160712
chr1-154460503-154461403,ENSG00000160712
chr1-154463352-154464178,ENSG00000160712
chr1-154464825-154465651,ENSG00000160712
chr1-154547812-154548706,ENSG00000160714
chr1-154558400-154559309,ENSG00000160714
chr1-154607774-154608680,ENSG00000160710
chr1-154609454-154610154,ENSG00000160710
chr1-154623091-154623979,ENSG00000160710
chr1-154627442-154628278,ENSG00000160710
chr1-154629114-154629860,ENSG00000160710
chr1-154714378-154715214,ENSG00000143603
chr1-154715741-154716588,ENSG00000143603
chr1-154719259-154720057,ENSG00000143603
chr1-154720617-154721496,ENSG00000143603
chr1-154726149-154727001,ENSG00000143603
chr1-154744950-154745819,ENSG00000143603
chr1-154747695-154748612,ENSG00000143603
chr1-154751415-154752301,ENSG00000143603
chr1-154758956-154759614,ENSG00000143603
chr1-154760186-154761067,ENSG00000143603
chr1-154765702-154766572,ENSG00000143603
chr1-154772394-154773048,ENSG00000143603
chr1-154784674-154785566,ENSG00000143603
chr1-154791005-154791840,ENSG00000143603
chr1-154806833-154807728,ENSG00000143603
chr1-154808526-154809337,ENSG00000143603
chr1-154809889-154810671,ENSG00000143603
chr1-154819964-154820636,ENSG00000143603
chr1-154837401-154838328,ENSG00000143603
chr1-154845288-154846210,ENSG00000143603
chr1-154860186-154860983,ENSG00000143603
chr1-154869925-154870823,ENSG00000143603
chr1-154925633-154926474,ENSG00000163344
chr1-154936598-154937547,ENSG00000163344
chr1-154943690-154944544,ENSG00000163346
chr1-154951777-154952613,ENSG00000163346
chr1-154954992-154955716,ENSG00000163346
chr1-154955841-154956562,ENSG00000163346
chr1-154961320-154962250,ENSG00000163348
chr1-154970475-154971273,ENSG00000160691
chr1-154974150-154975058,ENSG00000173207
chr1-154982788-154983688,ENSG00000160688
chr1-154987816-154988593,ENSG00000160688
chr1-155000596-155001386,ENSG00000160685
chr1-155001767-155002667,ENSG00000160685
chr1-155006492-155007367,ENSG00000160685
chr1-155011730-155012643,ENSG00000160685
chr1-155015780-155016483,ENSG00000160685
chr1-155017174-155018058,ENSG00000160685
chr1-155050796-155051526,ENSG00000143537
chr1-155061246-155062101,ENSG00000143537
chr1-155062466-155063158,ENSG00000143537
chr1-155135377-155136274,ENSG00000169241
chr1-155140070-155140926,ENSG00000179085
chr1-155172837-155173694,ENSG00000163462
chr1-155174301-155174932,ENSG00000163462
chr1-155176352-155177237,ENSG00000163462
chr1-155178489-155179413,ENSG00000163462
chr1-155185090-155185928,ENSG00000185499
chr1-155187836-155188596,ENSG00000185499
chr1-155193161-155193901,ENSG00000185499
chr1-155194401-155195306,ENSG00000185499
chr1-155206613-155207517,ENSG00000169231
chr1-155208511-155209406,ENSG00000169231
chr1-155210300-155211052,ENSG00000169231
chr1-155240957-155241665,ENSG00000177628
chr1-155241781-155242241,ENSG00000177628
chr1-155244277-155245201,ENSG00000177628
chr1-155247888-155248777,ENSG00000160767
chr1-155250376-155251255,ENSG00000160767
chr1-155255007-155255884,ENSG00000160767
chr1-155261908-155262799,ENSG00000116521
chr1-155273045-155273928,ENSG00000176444
chr1-155276906-155277820,ENSG00000176444
chr1-155278240-155278964,ENSG00000176444
chr1-155279464-155280111,ENSG00000176444
chr1-155294865-155295775,ENSG00000143627
chr1-155308272-155309166,ENSG00000160752
chr1-155320407-155321301,ENSG00000160753
chr1-155323153-155323827,ENSG00000160753
chr1-155323983-155324733,ENSG00000160753
chr1-155330942-155331770,ENSG00000160753
chr1-155396692-155397602,ENSG00000116539
chr1-155466063-155466970,ENSG00000116539
chr1-155485703-155486581,ENSG00000116539
chr1-155499765-155500659,ENSG00000116539
chr1-155503967-155504855,ENSG00000116539
chr1-155507656-155508550,ENSG00000116539
chr1-155513229-155514095,ENSG00000116539
chr1-155514509-155515275,ENSG00000116539
chr1-155524298-155525211,ENSG00000116539
chr1-155529629-155530504,ENSG00000116539
chr1-155536015-155536829,ENSG00000116539
chr1-155540102-155540915,ENSG00000116539
chr1-155553368-155554238,ENSG00000116539
chr1-155558154-155559044,ENSG00000116539
chr1-155562529-155563400,ENSG00000235919
chr1-155607543-155608393,ENSG00000125459
chr1-155609611-155610500,ENSG00000125459
chr1-155637158-155638033,ENSG00000287839
chr1-155675464-155676356,ENSG00000163374
chr1-155683257-155684200,ENSG00000163374
chr1-155688385-155689268,ENSG00000132676
chr1-155698795-155699664,ENSG00000132676
chr1-155712359-155713185,ENSG00000132676
chr1-155728856-155729767,ENSG00000132676
chr1-155752945-155753855,ENSG00000116580
chr1-155761601-155762497,ENSG00000116580
chr1-155763743-155764552,ENSG00000116580
chr1-155808724-155809460,ENSG00000116580
chr1-155847648-155848506,ENSG00000116580
chr1-155856794-155857696,ENSG00000116580
chr1-155858980-155859875,ENSG00000116580
chr1-155860228-155861008,ENSG00000116580
chr1-155899858-155900769,ENSG00000143622
chr1-155909594-155910355,ENSG00000143622
chr1-155910938-155911834,ENSG00000143622
chr1-155934006-155934913,ENSG00000132680
chr1-155961803-155962635,ENSG00000116584
chr1-155966397-155967180,ENSG00000116584
chr1-155967412-155968229,ENSG00000116584
chr1-155970349-155971219,ENSG00000116584
chr1-155975027-155975872,ENSG00000116584
chr1-155978107-155978933,ENSG00000116584
chr1-155979501-155980360,ENSG00000116584
chr1-155981035-155981874,ENSG00000116584
chr1-155983419-155984317,ENSG00000116584
chr1-155989162-155989964,ENSG00000116584
chr1-155991011-155991759,ENSG00000116584
chr1-156001543-156002443,ENSG00000116584
chr1-156004708-156005558,ENSG00000116584
chr1-156012061-156012889,ENSG00000163479
chr1-156020502-156021355,ENSG00000163479
chr1-156044710-156045616,ENSG00000160803
chr1-156053370-156054083,ENSG00000116586
chr1-156054450-156055260,ENSG00000116586
chr1-156082201-156083032,ENSG00000160789
chr1-156090430-156091254,ENSG00000160789
chr1-156096581-156097511,ENSG00000160789
chr1-156103045-156103660,ENSG00000160789
chr1-156103815-156104607,ENSG00000160789
chr1-156105983-156106900,ENSG00000160789
chr1-156114151-156115076,ENSG00000160789
chr1-156119578-156120454,ENSG00000160789
chr1-156123364-156124239,ENSG00000160789
chr1-156124729-156125582,ENSG00000160789
chr1-156125936-156126763,ENSG00000160789
chr1-156126902-156127763,ENSG00000160789
chr1-156130024-156130911,ENSG00000160789
chr1-156145761-156146622,ENSG00000196189
chr1-156148029-156148912,ENSG00000196189
chr1-156151065-156151886,ENSG00000196189
chr1-156154008-156154910,ENSG00000196189
chr1-156155667-156156485,ENSG00000196189
chr1-156160709-156161590,ENSG00000196189
chr1-156164888-156165726,ENSG00000196189
chr1-156193525-156194441,ENSG00000160785
chr1-156198513-156199345,ENSG00000160785
chr1-156212651-156213540,ENSG00000160785
chr1-156217583-156218451,ENSG00000160783
chr1-156225150-156226039,ENSG00000160783
chr1-156231882-156232789,ENSG00000160783
chr1-156257032-156257784,ENSG00000198952
chr1-156276732-156277537,ENSG00000198952
chr1-156282352-156283247,ENSG00000163472
chr1-156285583-156286455,ENSG00000163472
chr1-156291108-156291991,ENSG00000163472
chr1-156319410-156320252,ENSG00000163468
chr1-156336067-156336861,ENSG00000163468
chr1-156338014-156338924,ENSG00000163468
chr1-156356654-156357553,ENSG00000163468
chr1-156368804-156369726,ENSG00000163468
chr1-156414235-156414841,ENSG00000125462
chr1-156419781-156420676,ENSG00000125462
chr1-156421349-156422178,ENSG00000125462
chr1-156435449-156436219,ENSG00000125462
chr1-156445529-156446429,ENSG00000125462
chr1-156452684-156453563,ENSG00000125462
chr1-156456424-156456969,ENSG00000125462
chr1-156457080-156457704,ENSG00000125462
chr1-156480485-156481336,ENSG00000116604
chr1-156488875-156489768,ENSG00000116604
chr1-156492356-156493253,ENSG00000116604
chr1-156500619-156501429,ENSG00000116604
chr1-156540698-156541541,ENSG00000183856
chr1-156552700-156553597,ENSG00000183856
chr1-156554733-156555631,ENSG00000183856
chr1-156560490-156561338,ENSG00000183856
chr1-156572132-156573044,ENSG00000183856
chr1-156599538-156600345,ENSG00000160818
chr1-156601018-156601935,ENSG00000160818
chr1-156602632-156603344,ENSG00000160818
chr1-156725546-156726418,ENSG00000143319
chr1-156728318-156729223,ENSG00000143303
chr1-156735626-156736414,ENSG00000143303
chr1-156740775-156741673,ENSG00000143314
chr1-156746565-156747509,ENSG00000143321
chr1-156751374-156752252,ENSG00000143294
chr1-156753195-156753788,ENSG00000143294
chr1-156755474-156756318,ENSG00000143294
chr1-156757375-156758257,ENSG00000143294
chr1-156760087-156761002,ENSG00000143294
chr1-156765365-156766015,ENSG00000143294
chr1-156766951-156767847,ENSG00000143294
chr1-156772470-156773248,ENSG00000143294
chr1-156786375-156787256,ENSG00000143294
chr1-156797008-156797879,ENSG00000143294
chr1-156813602-156814535,ENSG00000027869
chr1-156816393-156817305,ENSG00000027869
chr1-156961465-156962335,ENSG00000132694
chr1-156963340-156964229,ENSG00000132694
chr1-156969903-156970757,ENSG00000132694
chr1-156973219-156974084,ENSG00000132694
chr1-157045418-157046313,ENSG00000132694
chr1-157124691-157125553,ENSG00000117036
chr1-157133198-157134079,ENSG00000117036
chr1-157138078-157138977,ENSG00000117036
chr1-157273191-157274041,ENSG00000271736
chr1-157274585-157275418,ENSG00000271736
chr1-157279202-157280061,ENSG00000271736
chr1-157516790-157517671,ENSG00000143297
chr1-157552022-157552893,ENSG00000143297
chr1-157691154-157691987,ENSG00000160856
chr1-157695262-157696087,ENSG00000160856
chr1-157696975-157697621,ENSG00000160856
chr1-157697735-157698292,ENSG00000160856
chr1-157700447-157701277,ENSG00000160856
chr1-157771459-157772316,ENSG00000132704
chr1-157773557-157774475,ENSG00000132704
chr1-157776692-157777599,ENSG00000132704
chr1-157803559-157804445,ENSG00000163534
chr1-157806487-157807385,ENSG00000163534
chr1-157819661-157820574,ENSG00000163534
chr1-158177485-158178377,ENSG00000158473
chr1-158179331-158180161,ENSG00000158473
chr1-158180723-158181578,ENSG00000158473
chr1-158634515-158635396,ENSG00000163554
chr1-158644226-158645125,ENSG00000163554
chr1-158646215-158647134,ENSG00000163554
chr1-158648827-158649729,ENSG00000163554
chr1-158654316-158655149,ENSG00000163554
chr1-158675535-158676336,ENSG00000163554
chr1-158681302-158682227,ENSG00000163554
chr1-158686256-158687162,ENSG00000163554
chr1-158829710-158830346,ENSG00000163563
chr1-158830847-158831759,ENSG00000163563
chr1-158832998-158833896,ENSG00000163563
chr1-158930209-158931050,ENSG00000163564
chr1-158931206-158931970,ENSG00000163564
chr1-158932284-158932934,ENSG00000163564
chr1-158952058-158952907,ENSG00000163564
chr1-158998388-158999259,ENSG00000163565
chr1-159005480-159006321,ENSG00000163565
chr1-159007358-159008045,ENSG00000163565
chr1-159008477-159009235,ENSG00000163565
chr1-159009559-159010371,ENSG00000163565
chr1-159012318-159013161,ENSG00000163565
chr1-159015251-159016153,ENSG00000163565
chr1-159046316-159047171,ENSG00000163565
chr1-159055087-159055972,ENSG00000163565
chr1-159067868-159068773,ENSG00000163568
chr1-159071715-159072578,ENSG00000163568
chr1-159076656-159077531,ENSG00000163568
chr1-159084565-159085432,ENSG00000163568
chr1-159087966-159088630,ENSG00000163568
chr1-159089042-159089712,ENSG00000163568
chr1-159091621-159092571,ENSG00000163568
chr1-159132018-159132931,ENSG00000163568
chr1-159141925-159142734,ENSG00000163568
chr1-159798568-159799438,ENSG00000181036
chr1-159799985-159800864,ENSG00000181036
chr1-159803537-159804447,ENSG00000181036
chr1-159917587-159918495,ENSG00000158710
chr1-159923278-159924113,ENSG00000158710
chr1-159925094-159925954,ENSG00000158710
chr1-159957570-159958462,ENSG00000224259
chr1-159960676-159961525,ENSG00000224259
chr1-160031478-160032344,ENSG00000143315
chr1-160098431-160099326,ENSG00000162729
chr1-160100771-160101671,ENSG00000162729
chr1-160219346-160220090,ENSG00000132716
chr1-160251634-160252514,ENSG00000132716
chr1-160256390-160257286,ENSG00000132716
chr1-160262086-160262970,ENSG00000132716
chr1-160284722-160285603,ENSG00000162735
chr1-160291129-160291969,ENSG00000122218
chr1-160307113-160307987,ENSG00000122218
chr1-160326210-160327101,ENSG00000122218
chr1-160338338-160339254,ENSG00000122218
chr1-160342859-160343776,ENSG00000122218
chr1-160346681-160347523,ENSG00000162736
chr1-160354094-160354980,ENSG00000162736
chr1-160488158-160489076,ENSG00000162739
chr1-160489442-160490233,ENSG00000162739
chr1-160499403-160500290,ENSG00000162739
chr1-160519528-160520415,ENSG00000162739
chr1-160520944-160521703,ENSG00000162739
chr1-160522679-160523506,ENSG00000162739
chr1-160541714-160542427,ENSG00000066294
chr1-160544401-160545252,ENSG00000066294
chr1-160546715-160547625,ENSG00000066294
chr1-160549048-160549941,ENSG00000066294
chr1-160550317-160551109,ENSG00000066294
chr1-160557608-160558318,ENSG00000066294
chr1-160560198-160560995,ENSG00000066294
chr1-160564559-160565411,ENSG00000066294
chr1-160567820-160568747,ENSG00000066294
chr1-160574839-160575756,ENSG00000066294
chr1-160576321-160577071,ENSG00000066294
chr1-160578943-160579785,ENSG00000066294
chr1-160580291-160581022,ENSG00000066294
chr1-160618465-160619369,ENSG00000117090
chr1-160621265-160622130,ENSG00000117090
chr1-160623027-160623861,ENSG00000117090
chr1-160625536-160626431,ENSG00000117090
chr1-160626827-160627641,ENSG00000117090
chr1-160629355-160630049,ENSG00000117090
chr1-160637803-160638701,ENSG00000117090
chr1-160640140-160640795,ENSG00000117090
chr1-160641232-160642071,ENSG00000117090
chr1-160646671-160647604,ENSG00000117090
chr1-160672862-160673750,ENSG00000228863
chr1-160675326-160676222,ENSG00000228863
chr1-160681229-160682110,ENSG00000228863
chr1-160682872-160683765,ENSG00000117091
chr1-160684995-160685827,ENSG00000117091
chr1-160689952-160690770,ENSG00000117091
chr1-160692154-160693035,ENSG00000117091
chr1-160703936-160704719,ENSG00000117091
chr1-160705203-160705952,ENSG00000117091
chr1-160707300-160707839,ENSG00000117091
chr1-160707951-160708585,ENSG00000117091
chr1-160708885-160709533,ENSG00000117091
chr1-160711466-160712311,ENSG00000117091
chr1-160712526-160713376,ENSG00000117091
chr1-160738793-160739656,ENSG00000026751
chr1-160742237-160743052,ENSG00000026751
chr1-160743172-160743655,ENSG00000026751
chr1-160744129-160745005,ENSG00000026751
chr1-160748542-160749312,ENSG00000026751
chr1-160751258-160752138,ENSG00000026751
chr1-160795625-160796541,ENSG00000122224
chr1-160797679-160798585,ENSG00000122224
chr1-160800669-160801500,ENSG00000122224
chr1-160805828-160806580,ENSG00000122224
chr1-160807331-160808108,ENSG00000122224
chr1-160813093-160813896,ENSG00000122224
chr1-160823070-160823948,ENSG00000122224
chr1-160827248-160828128,ENSG00000122224
chr1-160830278-160831148,ENSG00000122223
chr1-160834700-160835586,ENSG00000122223
chr1-160837296-160838174,ENSG00000122223
chr1-160844607-160845444,ENSG00000122223
chr1-160850358-160851230,ENSG00000122223
chr1-160855342-160856249,ENSG00000122223
chr1-160857929-160858819,ENSG00000122223
chr1-160859175-160859859,ENSG00000122223
chr1-160862364-160863180,ENSG00000122223
chr1-160863674-160864359,ENSG00000122223
chr1-160997083-160997964,ENSG00000158769
chr1-161009344-161010259,ENSG00000158769
chr1-161013427-161014316,ENSG00000158769
chr1-161020795-161021658,ENSG00000158769
chr1-161038489-161039401,ENSG00000215845
chr1-161041260-161042124,ENSG00000158773
chr1-161044540-161045290,ENSG00000158773
chr1-161045561-161046429,ENSG00000158773
chr1-161066290-161067080,ENSG00000186517
chr1-161068033-161068907,ENSG00000186517
chr1-161069532-161070432,ENSG00000186517
chr1-161071608-161072504,ENSG00000186517
chr1-161111125-161112028,ENSG00000143256
chr1-161117599-161118476,ENSG00000158793
chr1-161119395-161120309,ENSG00000158793
chr1-161121572-161122448,ENSG00000158796
chr1-161127432-161128291,ENSG00000158796
chr1-161132257-161133182,ENSG00000158796
chr1-161153520-161154438,ENSG00000143222
chr1-161159022-161159942,ENSG00000143258
chr1-161165826-161166724,ENSG00000143224
chr1-161177054-161177943,ENSG00000143224
chr1-161194905-161195819,ENSG00000158864
chr1-161201840-161202745,ENSG00000158864
chr1-161209549-161210436,ENSG00000158864
chr1-161214809-161215636,ENSG00000158869
chr1-161216784-161217638,ENSG00000158869
chr1-161225424-161226344,ENSG00000158882
chr1-161227189-161228054,ENSG00000158882
chr1-161313952-161314824,ENSG00000143252
chr1-161323736-161324612,ENSG00000143252
chr1-161359107-161360008,ENSG00000143252
chr1-161367482-161368379,ENSG00000143252
chr1-161374147-161375053,ENSG00000143252
chr1-161399164-161400104,ENSG00000288093
chr1-161409707-161410510,ENSG00000283696
chr1-161421708-161422618,ENSG00000283696
chr1-161504953-161505873,ENSG00000143226
chr1-161506410-161507267,ENSG00000143226
